"","lon","lat"
"738",-84.2940899,34.0753762
"739",-85.6802541,40.1053196
"740",-84.2940899,34.0753762
"741",-85.6802541,40.1053196
"742",-71.0862923,42.3451195
"743",-80.1300455,25.790654
"744",-73.827356,40.9503764
"745",-71.0862923,42.3451195
"746",-80.1300455,25.790654
"747",-71.0862923,42.3451195
"748",-80.1300455,25.790654
"749",-71.0862923,42.3451195
"750",-80.1300455,25.790654
"751",-76.6121893,39.2903848
"752",-3.188267,55.953252
"753",-118.4911912,34.0194543
"754",-71.0862923,42.3451195
"755",-80.1300455,25.790654
"756",-95.2352501,38.9716689
"757",-71.0862923,42.3451195
"758",-80.1300455,25.790654
"759",-2.4282192,53.5768647
"760",-71.0862923,42.3451195
"761",-80.1300455,25.790654
"762",-95.712891,37.09024
"763",-119.4179324,36.778261
"764",-71.0862923,42.3451195
"765",-80.1300455,25.790654
"766",-84.3225035,33.7982765
"767",-74.0059728,40.7127753
"768",-0.0173437,51.5901769
"769",-71.4161671,41.7001009
"770",-71.0862923,42.3451195
"771",-80.1300455,25.790654
"772",-76.8867008,40.2731911
"773",-95.712891,37.09024
"774",-85.6680863,42.9633599
"775",-71.0862923,42.3451195
"776",-80.1300455,25.790654
"777",-71.0862923,42.3451195
"778",-80.1300455,25.790654
"779",-116.2146068,43.6187102
"780",-71.0862923,42.3451195
"781",-80.1300455,25.790654
"782",-97.1836246,32.9979014
"783",-97.7430608,30.267153
"784",-74.0059728,40.7127753
"785",-84.1988308,39.8906122
"786",-71.0862923,42.3451195
"787",-80.1300455,25.790654
"788",-82.5514869,35.5950581
"789",-117.1817377,46.7297771
"790",-82.5514869,35.5950581
"791",-117.1817377,46.7297771
"792",-82.5514869,35.5950581
"793",-117.1817377,46.7297771
"794",-91.4984941,44.811349
"795",-84.5499327,33.952602
"796",-71.2033622,42.1815605
"797",-94.8257546,31.0012577
"798",-84.5499327,33.952602
"799",-71.2033622,42.1815605
"800",-94.8257546,31.0012577
"801",-71.2033622,42.1815605
"802",-71.2033622,42.1815605
"803",-94.8257546,31.0012577
"804",-71.2033622,42.1815605
"805",-77.0368707,38.9071923
"806",-77.0368707,38.9071923
"807",-77.0368707,38.9071923
"808",-98.4936282,29.4241219
"809",-78.7811169,35.79154
"810",-82.9000751,32.1656221
"811",-98.4936282,29.4241219
"812",-78.7811169,35.79154
"813",-82.9000751,32.1656221
"814",-2.1761383,53.0090658
"815",-86.1349019,40.2671941
"816",-76.6123884,39.4354087
"817",-76.1203982,39.4632824
"818",-76.6123884,39.4354087
"819",-76.1203982,39.4632824
"820",-80.2706044,26.271192
"821",-96.9488945,32.8140177
"822",-94.5785667,39.0997265
"823",-80.2706044,26.271192
"824",-96.9488945,32.8140177
"825",-94.5785667,39.0997265
"826",78.486671,17.385044
"827",-97.0403352,32.8998091
"828",-79.9958864,40.4406248
"829",-77.0368707,38.9071923
"830",-6.2502928,53.3463271
"831",-122.9805104,49.2488091
"832",-84.80886,42.145877
"833",-95.712891,37.09024
"834",-97.3343235,32.7525428
"835",-86.5861037,34.7303688
"836",-122.9805104,49.2488091
"837",-84.80886,42.145877
"838",-95.712891,37.09024
"839",-77.0368707,38.9071923
"840",-81.655651,30.3321838
"841",-3.435973,55.378051
"842",-107.0097617,37.26945
"843",-98.4842465,39.011902
